Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Passenger Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
NonScheduledInternational,Go First,2021,5,41,157.16,126.228,6328.0,20136.042,23478.408,85.764,1812.244,1855.594,2392.021,77.574
NonScheduledInternational,Go First,2021,6,20,39.42,63.384,2127.0,6727.744,11789.424,57.066,605.497,702.041,1201.127,58.449
NonScheduledInternational,Go First,2021,7,74,267.13,175.42,8447.0,23147.63,30868.188,74.989,2083.287,2176.698,3324.209,65.48
NonScheduledInternational,Go First,2021,8,348,432.42,773.921,37452.0,83992.194,143949.306,58.348,7559.297,7954.161,14665.803,54.236
NonScheduledInternational,Go First,2021,9,534,982.52,1224.241,56486.0,135001.797,226422.636,59.624,12150.224,12738.485,23199.575,54.908
NonScheduledInternational,Go First,2021,10,650,1201.0,1478.571,77632.0,178669.963,275014.206,64.968,16080.297,17426.736,28018.92,62.196
NonScheduledInternational,Go First,2021,11,624,1107.45,1436.147,77726.0,179896.161,267123.342,67.346,16190.654,16632.968,27214.986,61.117
NonScheduledInternational,Go First,2021,12,714,47.85,1716.133,100245.0,245081.633,319200.738,76.78,22057.347,22700.016,32520.72,69.802
NonScheduledInternational,Go First,2022,1,628,1072.19,1556.447,70527.0,178981.818,289499.142,61.825,16108.364,16908.822,29494.671,57.328
NonScheduledInternational,Go First,2022,2,432,717.13,1008.533,58048.0,137838.551,187587.138,73.48,12405.47,13394.389,19111.7,70.085
NonScheduledInternational,Go First,2022,3,636,2394.01,1546.714,85668.0,209630.098,287688.804,72.867,18866.839,19794.127,29310.23,67.533
NonScheduledInternational,Go First,2022,12,8,19.2,9.268,823.0,952.892,1723.848,55.277,85.76,173.118,175.629,98.57
NonScheduledInternational,Go First,2023,2,6,26.6,17.22,736.0,2003.936,3202.92,62.566,180.354,180.354,326.319,55.269
NonScheduledInternational,Go First,2023,3,4,21.417,14.0,701.0,2470.0,2622.0,94.203,222.0,222.0,267.0,83.146
NonScheduledInternational,IndiGo,2020,6,234,974.0,648.0,40150.0,105038.0,116766.0,89.956,9104.825,9107.522,13949.388,65.29
NonScheduledInternational,IndiGo,2020,7,493,1456.25,1304.831,72878.0,198711.0,242327.0,82.001,16808.153,16920.932,29040.1,58.267
NonScheduledInternational,IndiGo,2020,8,586,2256.41,1484.366,65082.0,178286.0,258938.0,68.853,15273.372,16058.672,18030.307,89.065
NonScheduledInternational,IndiGo,2020,9,807,3140.33,2102.434,99219.0,264491.0,371291.0,71.235,22868.35,24185.94,43867.869,55.134
NonScheduledInternational,IndiGo,2020,10,961,3617.317,2447.681,129991.0,336538.0,432970.0,77.728,29387.352,30930.31,48659.8,63.564
NonScheduledInternational,IndiGo,2020,11,1033,3572.883,2513.438,142830.0,356128.0,441046.0,80.746,31628.125,33334.07,52370.135,63.651
NonScheduledInternational,IndiGo,2020,12,1251,4516.53,2976.943,173098.0,420973.0,527469.0,79.81,36803.299,38541.017,59516.777,64.757
NonScheduledInternational,IndiGo,2021,1,1605,5941.95,4255.699,180217.0,447209.0,614904.0,72.728,38480.538,44645.09,76569.857,58.306
NonScheduledInternational,IndiGo,2021,2,1552,5610.55,3636.138,183348.0,438673.0,585598.0,74.91,41783.138,44200.424,63539.165,69.564
NonScheduledInternational,IndiGo,2021,3,1846,6604.1,4250.854,211386.0,502685.0,701506.0,71.658,47899.113,51522.611,86091.287,59.846
NonScheduledInternational,IndiGo,2021,4,1621,5996.05,3803.39,175492.0,427945.0,627038.0,68.249,41811.995,45058.881,77281.609,58.305
NonScheduledInternational,IndiGo,2021,5,962,3499.46,2315.79,60280.0,161393.0,287464.0,56.144,15912.339,22241.239,47224.738,47.097
NonScheduledInternational,IndiGo,2021,6,696,2673.31,1821.304,59677.0,170706.0,251049.0,67.997,15256.979,20792.082,37698.443,55.154
NonScheduledInternational,IndiGo,2021,7,947,3455.46,2319.752,102313.0,275924.0,335407.0,82.265,24311.187,30375.348,49518.402,61.342
NonScheduledInternational,IndiGo,2021,8,1687,6085.53,4010.671,162291.0,399596.0,668510.0,59.774,35374.999,42785.997,74830.478,57.177
NonScheduledInternational,IndiGo,2021,9,2257,7983.12,5266.972,239615.0,579846.0,838177.0,69.179,51450.0,61647.0,114218.613,53.973
NonScheduledInternational,IndiGo,2021,10,2574,9201.36,6081.346,307125.0,753653.0,972139.0,77.525,67076.041,77371.622,129976.631,59.527
NonScheduledInternational,IndiGo,2021,11,2442,8905.07,5840.87,346878.0,848890.0,1043171.0,81.376,75861.743,82250.278,207709.551,39.599
NonScheduledInternational,IndiGo,2021,12,2907,10425.29,6860.427,434628.0,1042382.0,1288384.0,80.906,93207.087,100564.532,154114.887,65.253
NonScheduledInternational,IndiGo,2022,1,3209,11642.11,7742.175,379584.0,935248.0,1433686.0,65.234,83982.505,92433.546,170610.381,54.178
NonScheduledInternational,IndiGo,2022,2,2829,10392.17,6992.329,363402.0,905256.0,1245361.0,72.69,81472.988,90647.303,151564.554,59.808
NonScheduledInternational,IndiGo,2022,3,3071,11316.46,7491.431,458571.0,1128025.36,1392270.426,81.021,101521.792,109986.575,160915.565,68.35
NonScheduledInternational,IndiGo,2022,4,85,278.44,161.107,1543.0,4340.0,4677.0,92.795,390.54,1815.887,3833.27,47.372
NonScheduledInternational,IndiGo,2022,5,50,202.67,108.792,1217.0,2910.0,3099.0,93.901,261.954,1604.895,2922.187,54.921
NonScheduledInternational,IndiGo,2022,6,37,115.31,70.872,1267.0,3925.0,4419.0,88.821,353.281,1018.867,1866.34,54.592
NonScheduledInternational,IndiGo,2022,7,18,62.43,39.421,2105.0,6035.0,6296.0,95.855,543.032,632.652,886.334,71.379
NonScheduledInternational,IndiGo,2022,8,12,61.51,33.404,2427.0,6735.0,7390.0,91.137,606.235,649.001,844.253,76.873
NonScheduledInternational,IndiGo,2022,9,1,5.39,3.88,177.0,687.0,698.0,98.424,61.808,61.808,79.912,77.345
NonScheduledInternational,IndiGo,2023,1,5,68.167,12.1,1022.0,2481.0,2784.0,89.116,223.0,223.0,317.684,70.196
NonScheduledInternational,IndiGo,2023,2,4,14.283,10.0,741.0,1891.0,2114.0,89.451,168.0,170.0,172.0,98.837
NonScheduledInternational,IndiGo,2023,5,2,77.35,6.96,462.0,1608.0,1608.0,100.0,144.698,144.698,185.973,77.806
NonScheduledInternational,IndiGo,2024,5,101,326.167,207.637,0.0,0.0,0.0,68.6125685931115,0.0,2406.205,4876.0,49.348
NonScheduledInternational,IndiGo,2024,11,152,488.683,365.205,256.0,396.0,565.0,70.088,35.597,5013.376,8121.642,61.729
NonScheduledInternational,IndiGo,2024,12,142,546.8,365.958,0.0,0.0,0.0,68.6125685931115,0.0,3157.871,8007.181,39.438
NonScheduledInternational,IndiGo,2025,1,120,443.767,296.123,0.0,0.0,0.0,68.6125685931115,0.0,4342.02,6603.076,65.758
NonScheduledInternational,IndiGo,2025,2,104,385.983,243.954,718.0,1859.0,2403.0,77.362,167.301,3695.29,5428.332,68.074
NonScheduledInternational,IndiGo,2025,3,140,506.867,335.431,0.0,0.0,0.0,68.6125685931115,,4859.829,7375.863,65.888
NonScheduledInternational,IndiGo,2025,4,112,413.567,273.193,0.0,0.0,0.0,68.6125685931115,0.0,4075.376,6091.62,66.901
NonScheduledInternational,Jet Airways,2015,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2015,11,2,9.0,7.0,500.0,1655.0,1940.0,85.309,1.0,1.0,283.0,0.353
NonScheduledInternational,Jet Airways,2015,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,3,1,1.0,1.0,135.0,193.0,2240.0,8.616,14.0,18.0,25.0,72.0
NonScheduledInternational,Jet Airways,2016,4,4,23.0,14.0,803.0,2984.0,3454.0,86.393,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2016,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,1,2,7.0,5.0,166.0,414.0,839.0,49.344,17.21,17.21,25.79,66.731
NonScheduledInternational,Jet Airways,2017,2,1,4.0,3.0,101.0,266.0,442.0,60.181,23.0,23.0,42.0,54.762
NonScheduledInternational,Jet Airways,2017,3,1,1.0,1.0,163.0,58.0,60.0,96.667,5.0,5.0,7.0,71.429
NonScheduledInternational,Jet Airways,2017,4,4,12.0,8.0,618.0,1194.0,1298.0,91.988,77.0,77.0,148.0,52.027
NonScheduledInternational,Jet Airways,2017,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,7,4,1.0,8.0,585.0,1130.0,1298.0,87.057,86.0,97.0,131.0,74.046
NonScheduledInternational,Jet Airways,2017,8,2,12.0,12.0,467.0,2781.0,3257.0,85.385,236.0,260.0,318.0,81.761
NonScheduledInternational,Jet Airways,2017,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2017,12,16,4.0,33.0,2578.0,5329.0,5555.0,95.932,452.0,488.0,573.0,85.166
NonScheduledInternational,Jet Airways,2018,2,1,1.0,2.0,34.0,64.0,317.0,20.189,5.4,5.4,29.0,18.621
NonScheduledInternational,Jet Airways,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2018,4,2,10.0,4.0,320.0,699.0,740.0,94.459,59.4,59.4,68.0,87.353
NonScheduledInternational,Jet Airways,2018,5,1,3.0,2.0,145.0,257.0,298.0,86.242,21.8,21.8,29.4,74.15
NonScheduledInternational,Jet Airways,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2018,7,2,4.0,4.0,313.0,559.0,600.0,93.167,47.6,47.6,60.2,79.07
NonScheduledInternational,Jet Airways,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2018,10,2,7.0,6.0,288.0,854.0,996.0,85.743,72.56,72.56,108.64,66.789
NonScheduledInternational,Jet Airways,2018,11,1,2.0,2.0,108.0,265.0,412.0,64.32,22.519,22.519,45.069,49.966
NonScheduledInternational,Jet Airways,2018,12,5,15.0,10.0,740.0,1483.0,1710.0,86.725,224.01,232.01,399.63,58.056
NonScheduledInternational,Jet Airways,2019,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2019,2,6,22.0,14.0,717.0,1648.0,2316.0,71.157,177.0,177.0,253.0,69.96
NonScheduledInternational,Jet Airways,2019,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2019,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2019,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Jet Airways,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,SpiceJet,2018,12,2,6.0,3.296,146.0,240.608,296.64,81.111,18.046,18.046,24.72,73.002
NonScheduledInternational,SpiceJet,2019,1,0,0.0,0.0,0.0,0.0,0.0,68.6125685931115,0.0,0.0,0.0,58.812268365410674
NonScheduledInternational,SpiceJet,2019,2,0,0.0,0.0,0.0,0.0,0.0,68.6125685931115,0.0,0.0,0.0,58.812268365410674
NonScheduledInternational,SpiceJet,2019,3,0,0.0,0.0,0.0,0.0,0.0,68.6125685931115,0.0,0.0,0.0,58.812268365410674
NonScheduledInternational,SpiceJet,2019,8,7,13.0,9.77,1133.0,1577.711,1641.36,96.122,118.328,118.328,156.32,75.696
NonScheduledInternational,SpiceJet,2019,9,9,19.0,12.812,1458.0,2072.036,2152.416,96.266,155.403,155.403,204.992,75.809
NonScheduledInternational,SpiceJet,2019,12,1,2.15,1.77,171.0,302.67,334.53,90.476,22.7,22.7,28.32,80.156
NonScheduledInternational,SpiceJet,2020,5,5,11.483,7.912,287.0,697.072,1416.891,49.197,52.28,52.28,120.582,43.357
NonScheduledInternational,SpiceJet,2020,6,168,604.62,445.11,27976.0,75045.0,83786.0,89.567,5628.0,5628.0,7122.0,79.023
NonScheduledInternational,SpiceJet,2020,7,979,3055.0,2205.457,46940.0,132855.257,148535.082,89.444,9964.144,21445.093,39550.879,54.222
NonScheduledInternational,SpiceJet,2020,8,780,2524.317,1863.901,27239.0,98159.118,115029.521,85.334,7361.934,17914.74,38038.941,47.096
NonScheduledInternational,SpiceJet,2020,9,853,2960.083,2156.619,42875.0,134121.099,159160.242,84.268,10059.082,23193.837,49353.448,46.995
NonScheduledInternational,SpiceJet,2020,10,947,3330.267,2472.034,71309.0,190153.432,226528.084,83.943,14261.507,30045.037,55582.347,54.055
NonScheduledInternational,SpiceJet,2020,11,1096,3705.217,2710.264,79804.0,204071.526,240665.215,84.795,15305.364,24880.56,61859.316,40.221
NonScheduledInternational,SpiceJet,2020,12,1135,3823.467,2780.293,86107.0,211372.916,257788.734,81.995,15852.969,28722.232,63720.562,45.075
NonScheduledInternational,SpiceJet,2021,1,1137,3824.333,2908.805,96827.0,243498.699,300148.624,81.126,18262.402,28216.827,68198.982,41.374
NonScheduledInternational,SpiceJet,2021,2,1026,3532.017,2583.141,82165.0,199447.01,259072.766,76.985,14958.526,23624.04,62501.645,37.797
NonScheduledInternational,SpiceJet,2021,3,1153,4051.0,2977.287,86889.0,210208.403,271712.623,77.364,15765.63,27515.667,76553.325,35.943
NonScheduledInternational,SpiceJet,2021,4,1005,3930.433,2913.669,68287.0,189235.215,260636.889,72.605,14192.641,35198.636,86700.792,40.598
NonScheduledInternational,SpiceJet,2021,5,642,2837.883,2089.962,11561.0,38078.662,68121.265,55.898,2855.9,18643.961,69120.791,26.973
NonScheduledInternational,SpiceJet,2021,6,539,2281.667,1732.404,5890.0,21176.474,31575.663,67.066,1588.236,17749.787,60307.379,29.432
NonScheduledInternational,SpiceJet,2021,7,741,3340.5,2523.233,12055.0,38128.311,55297.233,68.952,2859.623,25017.622,90363.081,27.686
NonScheduledInternational,SpiceJet,2021,8,813,3326.267,2455.677,30986.0,90409.494,132445.353,68.262,6780.712,22321.368,76035.448,29.357
NonScheduledInternational,SpiceJet,2021,9,1000,4057.45,3026.7,58849.0,147833.564,223097.799,66.264,11087.517,31551.509,86924.449,36.298
NonScheduledInternational,SpiceJet,2021,10,999,3895.5,2901.934,83378.0,203355.735,252710.687,80.47,15251.68,30775.673,80077.378,38.432
NonScheduledInternational,SpiceJet,2021,11,993,3876.75,2858.128,82693.0,206037.765,250574.285,82.226,15452.832,28886.38,78956.798,36.585
NonScheduledInternational,SpiceJet,2021,12,1056,4074.05,2955.258,104891.0,255871.108,311248.603,82.208,19190.333,31400.239,79458.916,39.518
NonScheduledInternational,SpiceJet,2022,1,1154,4197.5,3063.278,105444.0,267594.101,383558.219,69.766,20069.558,31231.6,73827.426,42.304
NonScheduledInternational,SpiceJet,2022,2,915,3250.25,2393.949,88239.0,197859.356,273584.688,72.321,14839.452,27787.982,59835.271,46.441
NonScheduledInternational,SpiceJet,2022,3,1023,3384.583,2456.557,100289.0,215257.651,274273.515,78.483,16144.324,25874.393,54678.105,47.321
NonScheduledInternational,SpiceJet,2022,4,364,1323.083,948.54,4420.0,13875.332,33031.719,42.006,1040.65,8871.075,20856.978,42.533
NonScheduledInternational,SpiceJet,2022,5,282,946.333,675.35,151.0,474.291,2129.274,22.275,35.572,6711.854,13938.407,48.154
NonScheduledInternational,SpiceJet,2022,6,311,1143.9,781.036,7976.0,27391.776,44061.192,62.168,2054.383,7745.915,15318.954,50.564
NonScheduledInternational,SpiceJet,2022,7,335,1243.85,851.138,8702.0,30169.272,50065.722,60.259,2262.695,8408.166,16843.877,49.918
NonScheduledInternational,SpiceJet,2022,8,285,1029.183,731.93,5044.0,16236.06,32421.816,50.078,1217.705,7011.806,14645.37,47.877
NonScheduledInternational,SpiceJet,2022,9,224,791.65,571.475,3591.0,11279.331,24798.501,45.484,845.95,5634.344,11130.353,50.621
NonScheduledInternational,SpiceJet,2022,10,177,639.983,457.714,3025.0,8918.357,18217.899,48.954,668.877,4441.454,8793.16,50.51
NonScheduledInternational,SpiceJet,2022,11,180,641.9,454.95,4271.0,12320.968,25752.951,47.843,924.073,4263.048,8764.805,48.638
NonScheduledInternational,SpiceJet,2022,12,199,710.067,494.622,5709.0,16201.86,33956.874,47.713,1215.139,4469.231,9560.704,46.746
NonScheduledInternational,SpiceJet,2023,1,182,619.317,434.716,4754.0,13984.994,26872.398,52.042,1048.875,4180.216,8401.786,49.754
NonScheduledInternational,SpiceJet,2023,2,84,261.2,179.916,537.0,1642.641,2230.956,73.629,123.198,1602.269,3430.208,46.711
NonScheduledInternational,SpiceJet,2023,4,131,288.667,199.004,0.0,0.0,0.0,68.6125685931115,,946.437,3784.079,25.011
NonScheduledInternational,SpiceJet,2023,5,79,339.95,137.565,447.0,1321.883,6467.202,20.44,99.141,338.934,2647.953,12.8
NonScheduledInternational,SpiceJet,2023,6,193,9152.383,546.356,21288.0,84392.47,92387.034,91.347,6329.435,6718.228,13954.306,48.144
NonScheduledInternational,SpiceJet,2023,7,176,890.317,499.284,19728.0,75510.822,82880.037,91.109,5663.312,6005.426,12535.453,47.908
NonScheduledInternational,SpiceJet,2023,8,79,350.183,143.29,1887.0,6219.536,7051.278,88.204,466.465,649.62,3073.013,21.14
NonScheduledInternational,SpiceJet,2023,9,99,429.667,177.202,1080.0,3770.044,3920.508,96.162,282.753,588.499,3365.852,17.484
NonScheduledInternational,SpiceJet,2023,10,105,456.033,242.679,4796.0,14732.013,20634.264,71.396,1104.901,2346.756,6454.68,36.357
NonScheduledInternational,SpiceJet,2023,11,90,410.95,203.304,1981.0,8139.758,12102.804,67.255,610.482,1143.545,4636.924,24.662
NonScheduledInternational,SpiceJet,2023,12,118,506.9,236.313,551.0,1165.965,1198.449,97.289,87.447,2029.356,4496.288,45.134
NonScheduledInternational,SpiceJet,2024,1,106,454.067,214.913,559.0,1075.701,1091.097,98.589,80.678,556.856,4089.12,13.618
NonScheduledInternational,SpiceJet,2024,2,70,297.117,149.983,1414.0,3611.356,3853.986,93.704,270.852,575.028,2859.893,20.107
NonScheduledInternational,SpiceJet,2024,3,104,450.667,205.817,0.0,0.0,0.0,68.6125685931115,0.0,1755.26,3910.523,44.886
NonScheduledInternational,SpiceJet,2024,4,107,463.667,205.874,0.0,0.0,0.0,68.6125685931115,0.0,1690.45,3911.606,43.216
NonScheduledInternational,SpiceJet,2024,5,117,605.883,339.918,12242.0,51615.133,54170.991,95.282,3871.135,5002.711,9706.565,51.539
NonScheduledInternational,SpiceJet,2024,6,101,465.883,227.0,4658.0,17922.726,18165.654,98.663,1344.0,2955.0,5592.0,52.843
NonScheduledInternational,SpiceJet,2024,7,46,6878.733,164.11,7522.0,33201.885,35771.112,92.818,2490.141,2750.814,5050.41,54.467
NonScheduledInternational,SpiceJet,2024,8,2,8.417,6.352,338.0,1073.488,1143.36,93.889,80.512,80.512,101.632,79.219
NonScheduledInternational,SpiceJet,2024,10,2,6.167,4.156,152.0,315.856,785.484,40.212,23.689,23.689,66.496,35.625
NonScheduledInternational,SpiceJet,2024,11,4,12.6,8.718,650.0,1416.709,1595.496,88.794,106.253,106.253,139.488,76.174
NonScheduledInternational,SpiceJet,2025,2,1,2.2,1.636,170.0,278.12,304.296,91.398,20.859,20.859,26.176,79.688
NonScheduledInternational,SpiceJet,2025,3,1,2.45,1.636,155.0,253.58,309.204,82.011,19.018,19.018,26.176,72.656
NonScheduledInternational,SpiceJet,2025,4,2,5.6,4.2,266.0,558.6,781.2,71.505,41.895,41.895,67.2,62.344
NonScheduledInternational,Total International,2016,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,3,1,1.0,1.0,135.0,193.0,2240.0,8.616,14.0,18.0,25.0,72.0
NonScheduledInternational,Total International,2016,4,4,23.0,14.0,803.0,2984.0,3454.0,86.393,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2016,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2017,1,2,7.0,5.0,166.0,414.0,839.0,49.344,17.21,17.21,25.79,66.731
NonScheduledInternational,Total International,2017,2,1,4.0,3.0,101.0,266.0,442.0,60.181,23.0,23.0,42.0,54.762
NonScheduledInternational,Total International,2017,3,1,1.0,1.0,163.0,58.0,60.0,96.667,5.0,5.0,7.0,71.429
NonScheduledInternational,Total International,2017,4,4,12.0,8.0,618.0,1194.0,1298.0,91.988,77.0,77.0,148.0,52.027
NonScheduledInternational,Total International,2017,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2017,7,4,1.0,8.0,585.0,1130.0,1298.0,87.057,86.0,97.0,131.0,74.046
NonScheduledInternational,Total International,2017,8,2,12.0,12.0,467.0,2781.0,3257.0,85.385,236.0,260.0,318.0,81.761
NonScheduledInternational,Total International,2017,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2017,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2017,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2017,12,16,4.0,33.0,2578.0,5329.0,5555.0,95.932,452.0,488.0,573.0,85.166
NonScheduledInternational,Total International,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2018,2,1,1.0,2.0,34.0,64.0,317.0,20.189,5.4,5.4,29.0,18.621
NonScheduledInternational,Total International,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2018,4,2,10.0,4.0,320.0,699.0,740.0,94.459,59.4,59.4,68.0,87.353
NonScheduledInternational,Total International,2018,5,1,3.0,2.0,145.0,257.0,298.0,86.242,21.8,21.8,29.4,74.15
NonScheduledInternational,Total International,2018,7,2,4.0,4.0,313.0,559.0,600.0,93.167,47.6,47.6,60.2,79.07
NonScheduledInternational,Total International,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonScheduledInternational,Total International,2018,10,2,7.0,6.0,288.0,854.0,996.0,85.743,72.56,72.56,108.64,66.789
NonScheduledInternational,Total International,2018,11,1,2.0,2.0,108.0,265.0,412.0,64.32,22.519,22.519,45.069,49.966
NonScheduledInternational,Total International,2018,12,7,21.0,13.296,886.0,1723.608,2006.64,85.895,242.056,250.056,424.35,58.927
NonScheduledInternational,Total International,2020,4,349,1554.067,1332.009,3505.0,10032.445,129675.916,68.6125685931115,752.433,9144.945,34190.564,26.747
NonScheduledInternational,Total International,2020,5,622,3350.233,3305.09,61222.0,330068.612,587123.891,56.218,28700.33,38892.072,78276.654,49.685
NonScheduledInternational,Total International,2020,7,3033,13457.121,11570.007,323458.0,1443386.349,2018870.805,71.495,124155.814,150486.948,286251.309,52.572
NonScheduledInternational,Total International,2020,8,3203,15357.203,11079.77,323823.0,1484181.639,2140495.147,69.338,127094.314,155922.844,283929.562,54.916
NonScheduledInternational,Total International,2020,9,3699,17555.144,13371.055,381560.0,1584052.13,2627535.266,60.287,137871.661,180058.269,373066.166,48.264
NonScheduledInternational,Total International,2020,10,4471,20609.392,15717.544,500776.0,1919618.046,3066341.604,62.603,165372.651,219662.401,412121.191,53.3
NonScheduledInternational,Total International,2020,11,5036,22129.848,16588.088,580392.0,2019890.456,3174902.655,63.621,183604.729,232339.421,429265.604,54.125
